Date,LHD,Rainfall,Tmean,Tmax,Tmin,Elevation,Floodwave,Salmonella,Population,Incidence
2018-05-01,South Western Sydney,42.6,17.85,19.25,16.35,0,0,23,1010304,2.276542506
2018-06-01,South Western Sydney,198.5,15.65,16.81,14.62,0,0,19,1010304,1.88062207
2018-07-01,South Western Sydney,3.4,15.25,17.16,13.39,0,3,17,1010304,1.682661852
2018-08-01,South Western Sydney,17.4,14.57,16.3,13.12,0,0,22,1010304,2.177562397
2018-09-01,South Western Sydney,61.4,15.86,17.44,14.65,0,0,24,1010304,2.375522615
2018-10-01,South Western Sydney,139.5,18.03,19.13,17.21,0,0,26,1010304,2.573482833
2018-11-01,South Western Sydney,69.1,19.54,20.86,18.37,0,0,33,1010304,3.266343596
2018-12-01,South Western Sydney,47.1,20.99,21.93,20.29,0,3,30,1010304,2.969403269
2019-01-01,South Western Sydney,10.3,23.08,23.87,22.43,0,6,47,1030761,4.559737902
2019-02-01,South Western Sydney,67.5,23.27,24.41,22.42,0,1,40,1030761,3.880628002
2019-03-01,South Western Sydney,143.2,22.6,23.81,21.4,0,2,43,1030761,4.171675102
2019-04-01,South Western Sydney,10.3,20.77,22.01,19.63,0,0,33,1030761,3.201518102
2019-05-01,South Western Sydney,40.3,18.81,20.46,17.2,0,0,36,1030761,3.492565202
2019-06-01,South Western Sydney,196.3,16.55,17.84,15.28,0,0,23,1030761,2.231361101
2019-07-01,South Western Sydney,36.6,15.94,17.57,14.52,0,0,32,1030761,3.104502402
2019-08-01,South Western Sydney,121.5,15.18,16.99,13.53,0,0,14,1030761,1.358219801
2019-09-01,South Western Sydney,73.2,16.51,18.08,15.2,0,9,32,1030761,3.104502402
2019-10-01,South Western Sydney,32.3,18.08,19.4,16.94,0,0,28,1030761,2.716439601
2019-11-01,South Western Sydney,43.1,19.42,20.96,18.02,0,0,31,1030761,3.007486702
2019-12-01,South Western Sydney,13.9,20.7,21.92,19.8,0,1,39,1030761,3.783612302
2020-01-01,South Western Sydney,66.9,22.9,24.06,22.15,0,13,49,1046787,4.680990498
2020-02-01,South Western Sydney,249.6,22.79,23.79,21.84,0,0,75,1046787,7.164781374
2020-03-01,South Western Sydney,120.8,21.23,22.28,20.31,0,1,44,1046787,4.203338406
2020-04-01,South Western Sydney,80.2,20.17,21.73,18.7,0,5,20,1046787,1.910608366
2020-05-01,South Western Sydney,154.2,17.34,18.63,16.1,0,0,20,1046787,1.910608366
2020-06-01,South Western Sydney,102.4,15.82,17.2,14.52,0,0,16,1046787,1.528486693
2020-07-01,South Western Sydney,139.6,15.27,16.41,14.12,0,0,14,1046787,1.337425856
2020-08-01,South Western Sydney,82.7,14.72,16.48,13.33,0,0,11,1046787,1.050834601
2020-09-01,South Western Sydney,41.1,16.85,18.24,15.59,0,0,15,1046787,1.432956275
2020-10-01,South Western Sydney,177.9,18.12,19.18,17.17,0,0,22,1046787,2.101669203
2020-11-01,South Western Sydney,46,19.39,20.7,18.42,0,0,17,1046787,1.624017111
2020-12-01,South Western Sydney,105,20.78,21.97,19.88,0,0,37,1046787,3.534625478
2021-01-01,South Western Sydney,100.5,21.98,23.08,21.18,0,0,45,1049666,4.287077985
2021-02-01,South Western Sydney,79.5,21.81,22.69,20.98,0,0,31,1049666,2.95332039
2021-03-01,South Western Sydney,287.7,21.46,22.78,20.36,0,1,38,1049666,3.620199187
2021-04-01,South Western Sydney,21.8,19.5,20.89,18.26,0,7,31,1049666,2.95332039
2021-05-01,South Western Sydney,80,17.67,18.94,16.52,0,8,23,1049666,2.191173192
2021-06-01,South Western Sydney,112.5,15.67,17.3,14.35,0,3,21,1049666,2.000636393
2021-07-01,South Western Sydney,97.3,15.05,16.67,13.69,0,0,17,1049666,1.619562794
2021-08-01,South Western Sydney,60,15.94,17.76,14.32,0,0,9,1049666,0.857415597
2021-09-01,South Western Sydney,59.9,16.64,18.49,15,0,0,18,1049666,1.714831194
2021-10-01,South Western Sydney,69.6,17.78,19.36,16.54,0,0,29,1049666,2.76278359
2021-11-01,South Western Sydney,137.4,18.79,19.87,17.97,0,0,34,1049666,3.239125589
2021-12-01,South Western Sydney,51.6,20.99,21.96,20.15,0,0,30,1049666,2.85805199
2022-01-01,South Western Sydney,71.5,23.08,23.59,22.6,0,13,59,1053988,5.597786692
2022-02-01,South Western Sydney,190.8,22.67,23.71,21.74,0,1,35,1053988,3.320720919
2022-03-01,South Western Sydney,339.1,21.88,22.8,20.99,0,0,34,1053988,3.225843178
2022-04-01,South Western Sydney,234.1,20.62,21.84,19.41,0,5,40,1053988,3.795109622
2022-05-01,South Western Sydney,123.2,18.56,19.89,17.37,0,0,32,1053988,3.036087697
2022-06-01,South Western Sydney,40.1,15.19,16.69,13.95,0,0,19,1053988,1.80267707
2022-07-01,South Western Sydney,337.7,15.21,16.43,14.13,0,0,18,1053988,1.70779933
2022-08-01,South Western Sydney,97.2,15.57,17.12,14.28,0,0,22,1053988,2.087310292
2022-09-01,South Western Sydney,123.6,16.15,17.33,15.07,0,0,22,1053988,2.087310292
2022-10-01,South Western Sydney,155.2,17.86,18.97,16.95,0,0,32,1053988,3.036087697
2022-11-01,South Western Sydney,27.5,18.08,19.3,16.84,0,0,15,1053988,1.423166108
2022-12-01,South Western Sydney,30.7,19.05,20.15,18.13,0,0,21,1053988,1.992432551
1991-01-01,Southern NSW,97.4,18.33,24.59,13.17,1125,0,5,149787,3.338073398
1991-02-01,Southern NSW,115.3,17.79,24.44,12.7,1125,0,0,149787,0
1991-03-01,Southern NSW,34,14.28,20.4,9.45,1125,0,2,149787,1.335229359
1991-04-01,Southern NSW,40.5,10.24,16.2,5.58,1125,0,0,149787,0
1991-05-01,Southern NSW,29.9,7.31,12.33,3.35,1125,0,0,149787,0
1991-06-01,Southern NSW,222.5,7.31,10.42,4.82,1125,10,2,149787,1.335229359
1991-07-01,Southern NSW,103.8,4.01,7.75,1.12,1125,9,1,149787,0.66761468
1991-08-01,Southern NSW,67.8,3.94,8.51,0.29,1125,0,1,149787,0.66761468
1991-09-01,Southern NSW,49.9,6.55,12.25,1.94,1125,0,0,149787,0
1991-10-01,Southern NSW,21.2,11.9,18.66,5.71,1125,0,4,149787,2.670458718
1991-11-01,Southern NSW,28.4,12.29,18.58,6.81,1125,0,1,149787,0.66761468
1991-12-01,Southern NSW,123.7,13.31,18.68,8.68,1125,0,0,149787,0
1992-01-01,Southern NSW,130.4,14.84,20.94,10.21,1125,0,3,152455,1.967793775
1992-02-01,Southern NSW,101.1,14.36,19.47,10.42,1125,8,1,152455,0.655931258
1992-03-01,Southern NSW,23,14.9,20.7,10.69,1125,0,1,152455,0.655931258
1992-04-01,Southern NSW,26.1,10.48,14.84,6.97,1125,0,4,152455,2.623725034
1992-05-01,Southern NSW,22,7.06,11.89,3.25,1125,0,0,152455,0
1992-06-01,Southern NSW,38.6,4.06,8.37,0.96,1125,0,2,152455,1.311862517
1992-07-01,Southern NSW,11.1,4.01,8.76,0.43,1125,0,0,152455,0
1992-08-01,Southern NSW,61.2,3.63,8.45,-0.1,1125,0,1,152455,0.655931258
1992-09-01,Southern NSW,82.4,5.12,10.09,1.08,1125,0,0,152455,0
1992-10-01,Southern NSW,120.8,9.4,14.8,4.97,1125,0,2,152455,1.311862517
1992-11-01,Southern NSW,94.7,9.89,15,5.43,1125,2,0,152455,0
1992-12-01,Southern NSW,99.7,13.8,18.76,9.82,1125,9,2,152455,1.311862517
1993-01-01,Southern NSW,82.4,17.54,23.62,12.67,1125,0,2,155170,1.288908939
1993-02-01,Southern NSW,61.8,16.16,21.33,11.82,1125,0,0,155170,0
1993-03-01,Southern NSW,88.9,12.84,17.47,9.27,1125,4,2,155170,1.288908939
1993-04-01,Southern NSW,14.6,11.49,17.28,6.85,1125,0,2,155170,1.288908939
1993-05-01,Southern NSW,15.6,7.64,13.29,3.08,1125,0,0,155170,0
1993-06-01,Southern NSW,16.9,3.87,8.46,0.61,1125,0,0,155170,0
1993-07-01,Southern NSW,106.3,5.31,9.59,1.65,1125,2,0,155170,0
1993-08-01,Southern NSW,18.3,5.45,10.8,1.22,1125,0,0,155170,0
1993-09-01,Southern NSW,94.1,7.37,12.59,3.14,1125,10,2,155170,1.288908939
1993-10-01,Southern NSW,62,9.53,15.26,4.61,1125,2,1,155170,0.644454469
1993-11-01,Southern NSW,59,12.27,18.57,7.09,1125,0,5,155170,3.222272346
1993-12-01,Southern NSW,63.5,14.6,20.25,10.05,1125,0,2,155170,1.288908939
1994-01-01,Southern NSW,37.2,16.71,23.17,11.04,1125,0,0,157934,0
1994-02-01,Southern NSW,123.1,16.8,22.07,12.45,1125,1,1,157934,0.633175884
1994-03-01,Southern NSW,66.9,11.92,16.9,8.21,1125,6,5,157934,3.165879418
1994-04-01,Southern NSW,36.5,10.99,16.52,6.56,1125,5,0,157934,0
1994-05-01,Southern NSW,23.1,6.96,11.48,3.45,1125,0,3,157934,1.899527651
1994-06-01,Southern NSW,33.4,4.67,8.81,1.54,1125,2,1,157934,0.633175884
1994-07-01,Southern NSW,3.8,3.35,9,-0.56,1125,0,2,157934,1.266351767
1994-08-01,Southern NSW,5.5,3.88,9.25,-0.47,1125,0,1,157934,0.633175884
1994-09-01,Southern NSW,16,6.27,12.42,1.14,1125,0,0,157934,0
1994-10-01,Southern NSW,72.6,9.61,15.62,4.09,1125,0,1,157934,0.633175884
1994-11-01,Southern NSW,127.3,12.61,18.53,7.51,1125,0,1,157934,0.633175884
1994-12-01,Southern NSW,60.5,16.55,23.27,10.67,1125,0,3,157934,1.899527651
1995-01-01,Southern NSW,175.3,15.47,20.4,11.3,1125,0,4,160747,2.488382365
1995-02-01,Southern NSW,19.6,15.82,21.71,11.18,1125,0,7,160747,4.354669138
1995-03-01,Southern NSW,11,12.47,17.9,8.13,1125,0,4,160747,2.488382365
1995-04-01,Southern NSW,16.3,8.43,13.85,4.18,1125,0,4,160747,2.488382365
1995-05-01,Southern NSW,110.1,7.72,11.16,5.09,1125,0,5,160747,3.110477956
1995-06-01,Southern NSW,62.4,4.6,7.95,2.07,1125,0,2,160747,1.244191182
1995-07-01,Southern NSW,24.7,2.75,7.15,-0.3,1125,0,1,160747,0.622095591
1995-08-01,Southern NSW,14.8,6.37,12.43,1.77,1125,0,3,160747,1.866286774
1995-09-01,Southern NSW,46.4,6.92,12.42,2.8,1125,0,2,160747,1.244191182
1995-10-01,Southern NSW,127.8,9.94,15.34,5.42,1125,3,2,160747,1.244191182
1995-11-01,Southern NSW,119.6,12.38,17.77,7.94,1125,4,2,160747,1.244191182
1995-12-01,Southern NSW,106.8,13.24,19.5,8.2,1125,12,0,160747,0
1996-01-01,Southern NSW,102.5,15.6,20.94,11.6,1125,1,1,163610,0.611209584
1996-02-01,Southern NSW,53.8,13.26,18.77,8.97,1125,0,3,163610,1.833628751
1996-03-01,Southern NSW,57.8,13.37,18.74,9.18,1125,0,2,163610,1.222419168
1996-04-01,Southern NSW,37.1,8.74,13.97,4.64,1125,0,3,163610,1.833628751
1996-05-01,Southern NSW,50.3,7.51,12.38,3.8,1125,1,0,163610,0
1996-06-01,Southern NSW,39.4,5.05,9.17,1.78,1125,0,0,163610,0
1996-07-01,Southern NSW,46.1,3.57,7.76,0.41,1125,0,4,163610,2.444838335
1996-08-01,Southern NSW,58.2,4.29,8.9,0.78,1125,1,1,163610,0.611209584
1996-09-01,Southern NSW,83.1,7.11,12.04,2.87,1125,6,0,163610,0
1996-10-01,Southern NSW,61.7,10.52,16.62,5.51,1125,1,1,163610,0.611209584
1996-11-01,Southern NSW,96,10.77,16.46,5.57,1125,6,3,163610,1.833628751
1996-12-01,Southern NSW,87.5,14.19,20.46,8.96,1125,0,6,163610,3.667257503
1997-01-01,Southern NSW,51.5,15.2,20.96,10.58,1125,0,2,166524,1.20102808
1997-02-01,Southern NSW,11.8,18.18,24.24,13.38,1125,0,3,166524,1.80154212
1997-03-01,Southern NSW,43.8,13.77,18.95,9.96,1125,0,1,166524,0.60051404
1997-04-01,Southern NSW,0.7,11.33,17.86,6.19,1125,0,3,166524,1.80154212
1997-05-01,Southern NSW,41.6,7.94,12.17,4.38,1125,0,4,166524,2.40205616
1997-06-01,Southern NSW,79.2,4.39,9.02,0.82,1125,3,2,166524,1.20102808
1997-07-01,Southern NSW,22.5,3.22,7.93,-0.29,1125,1,1,166524,0.60051404
1997-08-01,Southern NSW,26.9,4.01,9.58,-0.32,1125,0,0,166524,0
1997-09-01,Southern NSW,67.9,6.79,11.69,2.76,1125,7,1,166524,0.60051404
1997-10-01,Southern NSW,28.7,10.98,17.32,5.29,1125,2,4,166524,2.40205616
1997-11-01,Southern NSW,30.1,14.91,21.35,9.44,1125,0,2,166524,1.20102808
1997-12-01,Southern NSW,48.8,16.87,23.54,11.52,1125,0,0,166524,0
1998-01-01,Southern NSW,58.6,17.79,23.95,12.99,1125,0,4,169490,2.36002124
1998-02-01,Southern NSW,40.7,18.2,24.86,12.35,1125,0,2,169490,1.18001062
1998-03-01,Southern NSW,6.5,16.08,22.49,10.82,1125,0,6,169490,3.54003186
1998-04-01,Southern NSW,62.2,11.63,16.95,7.58,1125,0,1,169490,0.59000531
1998-05-01,Southern NSW,31.8,8.04,12.57,4.74,1125,0,3,169490,1.77001593
1998-06-01,Southern NSW,84.3,5.09,8.96,2.15,1125,0,0,169490,0
1998-07-01,Southern NSW,44.9,3.35,7.63,0.03,1125,0,1,169490,0.59000531
1998-08-01,Southern NSW,138.9,5.33,9.48,1.95,1125,19,3,169490,1.77001593
1998-09-01,Southern NSW,57.5,8.85,14.39,4.24,1125,0,2,169490,1.18001062
1998-10-01,Southern NSW,64,9.52,15.02,4.29,1125,0,1,169490,0.59000531
1998-11-01,Southern NSW,86.4,10.97,16.04,6.65,1125,0,3,169490,1.77001593
1998-12-01,Southern NSW,71.2,15.1,21.45,10.1,1125,0,5,169490,2.95002655
1999-01-01,Southern NSW,77.6,17.68,23.01,13.48,1125,0,0,172509,0
1999-02-01,Southern NSW,17.7,15.77,21.07,11.51,1125,0,5,172509,2.898399504
1999-03-01,Southern NSW,78.6,14.45,19.73,10.28,1125,0,6,172509,3.478079405
1999-04-01,Southern NSW,24.4,9,13.93,5.31,1125,0,3,172509,1.739039702
1999-05-01,Southern NSW,32.5,7.93,13.35,3.51,1125,0,1,172509,0.579679901
1999-06-01,Southern NSW,18.6,4.62,9.13,1.32,1125,0,3,172509,1.739039702
1999-07-01,Southern NSW,40.4,4.2,8.78,0.83,1125,4,0,172509,0
1999-08-01,Southern NSW,49,5.1,10.23,1.07,1125,0,0,172509,0
1999-09-01,Southern NSW,69.7,8.33,13.93,3.94,1125,0,2,172509,1.159359802
1999-10-01,Southern NSW,115.3,10.66,15.7,6.43,1125,8,2,172509,1.159359802
1999-11-01,Southern NSW,38.2,9.93,15.6,5.03,1125,2,3,172509,1.739039702
1999-12-01,Southern NSW,116.9,13.51,19.09,9.04,1125,4,1,172509,0.579679901
2000-01-01,Southern NSW,26.9,13.82,19.67,9.09,1125,1,3,175582,1.708603388
2000-02-01,Southern NSW,23,17.84,23.73,12.67,1125,0,4,175582,2.27813785
2000-03-01,Southern NSW,55.8,14.95,19.99,10.83,1125,0,2,175582,1.139068925
2000-04-01,Southern NSW,41.3,10.16,15.37,6.13,1125,0,2,175582,1.139068925
2000-05-01,Southern NSW,26.7,6.52,11.25,2.83,1125,0,2,175582,1.139068925
2000-06-01,Southern NSW,15.4,3.78,8.24,0.51,1125,0,2,175582,1.139068925
2000-07-01,Southern NSW,13.8,3.58,7.85,0.52,1125,0,3,175582,1.708603388
2000-08-01,Southern NSW,47.9,4.08,9.03,0.35,1125,0,0,175582,0
2000-09-01,Southern NSW,80.7,8.11,14.13,3.24,1125,4,0,175582,0
2000-10-01,Southern NSW,51.7,9.55,15.19,4.85,1125,0,1,175582,0.569534463
2000-11-01,Southern NSW,126.8,12.81,17.55,9.32,1125,10,1,175582,0.569534463
2000-12-01,Southern NSW,28.5,15.88,22.71,10.21,1125,1,2,175582,1.139068925
2001-01-01,Southern NSW,45.4,18.26,24.78,12.98,1125,0,1,178709,0.559568908
2001-02-01,Southern NSW,56,17.53,23.4,12.72,1125,4,3,178709,1.678706724
2001-03-01,Southern NSW,42.2,13.35,18.28,9.41,1125,0,6,178709,3.357413449
2001-04-01,Southern NSW,17.4,10.98,16.64,6.33,1125,0,2,178709,1.119137816
2001-05-01,Southern NSW,5.2,6.28,11.13,2.56,1125,0,2,178709,1.119137816
2001-06-01,Southern NSW,46.1,5.22,10.3,1.26,1125,0,0,178709,0
2001-07-01,Southern NSW,34,4.29,8.05,1.38,1125,0,1,178709,0.559568908
2001-08-01,Southern NSW,35.9,4.49,8.91,0.88,1125,4,2,178709,1.119137816
2001-09-01,Southern NSW,51.4,8.7,14.58,3.72,1125,4,1,178709,0.559568908
2001-10-01,Southern NSW,47.8,9.03,14.42,4.31,1125,0,1,178709,0.559568908
2001-11-01,Southern NSW,46.1,11.24,17,5.91,1125,3,3,178709,1.678706724
2001-12-01,Southern NSW,25.9,13.93,20.37,8.94,1125,0,3,178709,1.678706724
2002-01-01,Southern NSW,68.1,15.74,22.2,10.68,1125,0,7,181832,3.849707422
2002-02-01,Southern NSW,176.8,14.59,19.46,10.93,1125,9,5,181832,2.749791016
2002-03-01,Southern NSW,39.8,14.49,20.44,10.03,1125,0,5,181832,2.749791016
2002-04-01,Southern NSW,33.9,12.12,17.41,8.01,1125,0,7,181832,3.849707422
2002-05-01,Southern NSW,19.7,7.11,11.88,3.38,1125,0,4,181832,2.199832813
2002-06-01,Southern NSW,27.6,5.15,9.61,1.84,1125,0,1,181832,0.549958203
2002-07-01,Southern NSW,14.4,3.67,9.2,-0.19,1125,0,0,181832,0
2002-08-01,Southern NSW,17.8,5.04,11.06,0.55,1125,0,3,181832,1.64987461
2002-09-01,Southern NSW,59.6,8.06,13.8,2.96,1125,2,2,181832,1.099916406
2002-10-01,Southern NSW,25.9,10.54,16.64,4.85,1125,0,2,181832,1.099916406
2002-11-01,Southern NSW,29,15.4,22.49,9.28,1125,0,3,181832,1.64987461
2002-12-01,Southern NSW,37.5,15.67,22.48,9.85,1125,0,5,181832,2.749791016
2003-01-01,Southern NSW,11,18.04,25.25,12.11,1125,0,3,184839,1.6230341
2003-02-01,Southern NSW,94.3,17.28,23.18,13.08,1125,0,12,184839,6.4921364
2003-03-01,Southern NSW,73.5,13.09,18.27,9.19,1125,0,3,184839,1.6230341
2003-04-01,Southern NSW,28.9,10.47,14.73,7.18,1125,0,6,184839,3.2460682
2003-05-01,Southern NSW,27.8,7.9,12.13,4.63,1125,0,3,184839,1.6230341
2003-06-01,Southern NSW,29.9,5.46,9.89,2.29,1125,0,4,184839,2.164045467
2003-07-01,Southern NSW,30.7,3.96,8.7,0.48,1125,0,1,184839,0.541011367
2003-08-01,Southern NSW,63.3,4.54,9.75,0.24,1125,2,0,184839,0
2003-09-01,Southern NSW,33.9,7.05,12.59,2.22,1125,0,2,184839,1.082022733
2003-10-01,Southern NSW,91,7.94,13.47,3.55,1125,0,2,184839,1.082022733
2003-11-01,Southern NSW,85.9,12.35,18.46,6.86,1125,5,1,184839,0.541011367
2003-12-01,Southern NSW,71.8,16.45,22.58,11.07,1125,3,1,184839,0.541011367
2004-01-01,Southern NSW,53.5,17,23.64,11.73,1125,0,3,186838,1.605669082
2004-02-01,Southern NSW,19.9,17.85,24.67,12.33,1125,0,3,186838,1.605669082
2004-03-01,Southern NSW,4.4,14.84,21.34,10.11,1125,0,1,186838,0.535223027
2004-04-01,Southern NSW,5.9,11.97,17.39,7.83,1125,0,6,186838,3.211338165
2004-05-01,Southern NSW,13.2,6.85,12.25,2.44,1125,0,5,186838,2.676115137
2004-06-01,Southern NSW,23.6,5.19,9.8,1.78,1125,0,1,186838,0.535223027
2004-07-01,Southern NSW,14.1,3.55,8.3,0.1,1125,0,3,186838,1.605669082
2004-08-01,Southern NSW,36,5.05,10.22,1.2,1125,0,3,186838,1.605669082
2004-09-01,Southern NSW,65.6,7.57,13.6,2.76,1125,0,1,186838,0.535223027
2004-10-01,Southern NSW,73.3,10.38,16.02,5.42,1125,0,3,186838,1.605669082
2004-11-01,Southern NSW,102.1,13.08,19.09,7.74,1125,0,1,186838,0.535223027
2004-12-01,Southern NSW,88,14.51,20.61,9.67,1125,1,5,186838,2.676115137
2005-01-01,Southern NSW,45.5,16.93,23.2,11.86,1125,0,2,188929,1.058598733
2005-02-01,Southern NSW,66.9,15.7,21.85,10.83,1125,0,2,188929,1.058598733
2005-03-01,Southern NSW,50.1,13.17,18.69,8.62,1125,0,4,188929,2.117197466
2005-04-01,Southern NSW,18.7,13.14,18.94,8.54,1125,0,6,188929,3.175796199
2005-05-01,Southern NSW,2.5,8.07,13.56,3.88,1125,0,3,188929,1.587898099
2005-06-01,Southern NSW,61.4,5.72,10.03,2.17,1125,0,4,188929,2.117197466
2005-07-01,Southern NSW,36.9,4.44,9.55,0.58,1125,0,0,188929,0
2005-08-01,Southern NSW,52.6,5.39,11.24,0.52,1125,0,3,188929,1.587898099
2005-09-01,Southern NSW,83.3,7.56,13.01,3.09,1125,0,5,188929,2.646496832
2005-10-01,Southern NSW,102,10.99,16.45,6.39,1125,2,4,188929,2.117197466
2005-11-01,Southern NSW,82.8,13.04,18.61,8.69,1125,11,5,188929,2.646496832
2005-12-01,Southern NSW,17.4,16.77,23.6,10.26,1125,6,5,188929,2.646496832
2006-01-01,Southern NSW,86.6,18.63,25.05,13.89,1125,6,5,191082,2.616677657
2006-02-01,Southern NSW,15,17.45,24.29,12.65,1125,0,1,191082,0.523335531
2006-03-01,Southern NSW,25.6,15.61,21.71,11.12,1125,0,4,191082,2.093342125
2006-04-01,Southern NSW,11.1,9.72,15.37,5.03,1125,0,2,191082,1.046671063
2006-05-01,Southern NSW,15.9,6.66,11.49,3.09,1125,0,2,191082,1.046671063
2006-06-01,Southern NSW,50.3,3.77,8.26,0.79,1125,0,2,191082,1.046671063
2006-07-01,Southern NSW,55.2,4.03,8.15,0.83,1125,0,6,191082,3.140013188
2006-08-01,Southern NSW,23,4.98,11.16,0.11,1125,0,0,191082,0
2006-09-01,Southern NSW,30.6,8.69,14.62,3.65,1125,0,7,191082,3.663348719
2006-10-01,Southern NSW,5.5,11.69,19.14,5.3,1125,0,5,191082,2.616677657
2006-11-01,Southern NSW,38.9,13.75,20.53,7.46,1125,0,6,191082,3.140013188
2006-12-01,Southern NSW,70.2,14.96,21.58,9.48,1125,0,10,191082,5.233355313
2007-01-01,Southern NSW,45.4,17.98,24.85,12.42,1125,0,4,193416,2.068081234
2007-02-01,Southern NSW,149.1,16.54,22.28,12.54,1125,0,3,193416,1.551060926
2007-03-01,Southern NSW,46,14.86,20.11,10.45,1125,0,6,193416,3.102121851
2007-04-01,Southern NSW,33.8,11.11,16.26,7.18,1125,0,3,193416,1.551060926
2007-05-01,Southern NSW,32.5,9.19,14.54,5.05,1125,0,1,193416,0.517020309
2007-06-01,Southern NSW,48.5,3.74,7.35,0.89,1125,3,2,193416,1.034040617
2007-07-01,Southern NSW,26.1,3.24,7.7,0.09,1125,0,4,193416,2.068081234
2007-08-01,Southern NSW,13.6,6.25,10.7,2.74,1125,0,2,193416,1.034040617
2007-09-01,Southern NSW,19.5,7.34,13.07,2.44,1125,0,4,193416,2.068081234
2007-10-01,Southern NSW,40.6,11.82,17.98,6.33,1125,0,5,193416,2.585101543
2007-11-01,Southern NSW,162.5,13.43,18.91,8.94,1125,3,12,193416,6.204243703
2007-12-01,Southern NSW,132.6,14.74,20.17,10.11,1125,13,5,193416,2.585101543
2008-01-01,Southern NSW,69.5,17.28,23.47,12.51,1125,0,2,195972,1.020553957
2008-02-01,Southern NSW,117.1,14.04,19.14,10.24,1125,12,5,195972,2.551384892
2008-03-01,Southern NSW,36.8,14.28,20.29,9.46,1125,0,5,195972,2.551384892
2008-04-01,Southern NSW,20.1,9.04,13.96,5.01,1125,0,6,195972,3.06166187
2008-05-01,Southern NSW,8.7,6.74,12.63,2.12,1125,0,3,195972,1.530830935
2008-06-01,Southern NSW,34.1,6.49,10.2,3.81,1125,0,2,195972,1.020553957
2008-07-01,Southern NSW,36.9,3.12,7.56,-0.12,1125,0,6,195972,3.06166187
2008-08-01,Southern NSW,32.9,3.41,8.07,-0.02,1125,3,5,195972,2.551384892
2008-09-01,Southern NSW,58,8.05,13.9,3.11,1125,0,3,195972,1.530830935
2008-10-01,Southern NSW,58.5,11.3,17.9,5.54,1125,2,1,195972,0.510276978
2008-11-01,Southern NSW,96.6,12.66,18.3,7.83,1125,0,3,195972,1.530830935
2008-12-01,Southern NSW,68,14.08,19.59,9.25,1125,0,3,195972,1.530830935
2009-01-01,Southern NSW,43.5,18.46,25.85,11.99,1125,0,5,198610,2.517496601
2009-02-01,Southern NSW,27.9,16.53,22.44,12.06,1125,0,16,198610,8.055989124
2009-03-01,Southern NSW,31.1,14.76,20.67,10.22,1125,0,17,198610,8.559488445
2009-04-01,Southern NSW,52.6,10.25,15.05,6.83,1125,0,6,198610,3.020995922
2009-05-01,Southern NSW,3.8,7.64,11.92,4.22,1125,0,6,198610,3.020995922
2009-06-01,Southern NSW,35.4,4.98,9.04,2.16,1125,0,2,198610,1.006998641
2009-07-01,Southern NSW,19.9,4.17,8.68,0.72,1125,0,1,198610,0.50349932
2009-08-01,Southern NSW,47.6,5.84,11.37,1.3,1125,0,1,198610,0.50349932
2009-09-01,Southern NSW,61.6,8.54,14.31,3.82,1125,0,4,198610,2.013997281
2009-10-01,Southern NSW,95.5,9,14.34,4.91,1125,0,6,198610,3.020995922
2009-11-01,Southern NSW,29.4,16.63,23.26,11.04,1125,0,1,198610,0.50349932
2009-12-01,Southern NSW,59,16.03,22.96,10.32,1125,0,5,198610,2.517496601
2010-01-01,Southern NSW,49.2,18.34,25.1,12.81,1125,0,8,201574,3.968765813
2010-02-01,Southern NSW,154.6,16.86,21.59,13,1125,0,10,201574,4.960957266
2010-03-01,Southern NSW,52.7,14.91,20.15,10.65,1125,0,4,201574,1.984382907
2010-04-01,Southern NSW,30.8,11.8,17.12,7.49,1125,0,4,201574,1.984382907
2010-05-01,Southern NSW,71.6,7.44,11.89,3.76,1125,1,4,201574,1.984382907
2010-06-01,Southern NSW,25.1,4.25,8.4,1.16,1125,0,3,201574,1.48828718
2010-07-01,Southern NSW,50.7,3.73,8.4,0.1,1125,0,4,201574,1.984382907
2010-08-01,Southern NSW,53.2,3.92,8.38,0.41,1125,0,3,201574,1.48828718
2010-09-01,Southern NSW,58.6,7.29,13.02,2.72,1125,0,2,201574,0.992191453
2010-10-01,Southern NSW,105.5,10.3,15.49,6.23,1125,3,13,201574,6.449244446
2010-11-01,Southern NSW,108.6,13.21,18.42,8.65,1125,1,7,201574,3.472670086
2010-12-01,Southern NSW,132,14.71,20.19,10.26,1125,14,8,201574,3.968765813
2011-01-01,Southern NSW,58.1,17.93,23.86,13.46,1125,3,8,203367,3.9337749
2011-02-01,Southern NSW,94,16.9,22.04,13.05,1125,0,10,203367,4.917218624
2011-03-01,Southern NSW,82.2,13.86,18.46,10.42,1125,11,13,203367,6.392384212
2011-04-01,Southern NSW,11.2,9.82,14.48,6.1,1125,0,5,203367,2.458609312
2011-05-01,Southern NSW,26.1,6.07,11.02,2.13,1125,0,4,203367,1.96688745
2011-06-01,Southern NSW,10.9,4.68,8.51,1.68,1125,0,5,203367,2.458609312
2011-07-01,Southern NSW,28.1,3.53,7.75,0.4,1125,0,6,203367,2.950331175
2011-08-01,Southern NSW,54.2,6.13,11.3,2.2,1125,2,4,203367,1.96688745
2011-09-01,Southern NSW,52.7,7.8,13.66,2.87,1125,0,3,203367,1.475165587
2011-10-01,Southern NSW,54,10.19,16.05,5.46,1125,0,3,203367,1.475165587
